Wall time,Step,Value
1769680087.4364846,154,1.2000000476837158
1769680125.0673656,155,1.350000023841858
1769680198.9333596,157,0.7250000238418579
1769680234.8803232,158,1.2999999523162842
1769680270.0470977,159,1.225000023841858
1769680305.277668,160,1.375
1769680338.7106824,161,1.2000000476837158
1769680375.1654022,162,1.4500000476837158
1769680411.7123406,163,1.3250000476837158
1769680447.894863,164,1.2999999523162842
1769680484.3857691,165,1.725000023841858
1769680561.0293555,167,1.024999976158142
1769680634.0532565,169,1.0499999523162842
1769680670.597954,170,1.149999976158142
1769680705.4435155,171,1.524999976158142
1769680740.7201731,172,1.850000023841858
1769680781.072599,173,1.2000000476837158
1769680853.4158208,175,1.600000023841858
1769680889.6102905,176,1.475000023841858
1769680926.1206727,177,1.5499999523162842
1769680963.055168,178,1.5499999523162842
1769681001.25372,179,1.475000023841858
1769681074.7480729,181,1.7000000476837158
1769681110.3967755,182,1.7000000476837158
1769681148.2769825,183,1.7999999523162842
1769681184.653754,184,1.399999976158142
1769681223.434473,185,1.4500000476837158
1769681261.4131546,186,1.0499999523162842
1769681298.4436448,187,1.4249999523162842
1769681408.8490021,190,1.2000000476837158
1769681442.3047373,191,1.25
1769681480.9611897,192,1.475000023841858
1769681519.179034,193,1.100000023841858
1769681557.8003807,194,1.600000023841858
1769681628.9726574,196,1.25
1769681704.6525974,198,1.5750000476837158
1769681740.8481593,199,1.75
1769681778.1133268,200,1.5
1769681813.355302,201,1.7000000476837158
1769681884.391395,203,1.7000000476837158
1769681921.52175,204,1.625
1769681959.0296333,205,1.75
1769681996.2841022,206,1.524999976158142
1769682034.1491184,207,1.649999976158142
1769682070.0528662,208,1.850000023841858
1769682106.9533474,209,1.2999999523162842
1769682144.4280372,210,1.6749999523162842
1769682178.7618685,211,1.5
1769682216.207872,212,1.649999976158142
1769682289.9494033,214,2.0
1769682329.4827507,215,1.975000023841858
1769682365.9730153,216,1.4500000476837158
1769682402.4154727,217,1.524999976158142
1769682476.1296299,219,1.850000023841858
1769682512.5207412,220,1.649999976158142
1769682549.9639046,221,1.2000000476837158
1769682588.5743635,222,1.375
1769682627.4810405,223,1.100000023841858
1769682662.759586,224,1.899999976158142
1769682699.8407145,225,1.9500000476837158
1769682736.7120426,226,1.4500000476837158
1769682773.5788605,227,1.850000023841858
1769682885.2252398,230,1.2000000476837158
1769682960.570458,232,1.75
1769682997.6279902,233,1.649999976158142
1769683036.7899845,234,1.850000023841858
1769683073.4175,235,1.600000023841858
1769683110.7334585,236,1.25
1769683146.737638,237,1.7000000476837158
1769683182.6042805,238,1.7000000476837158
1769683222.6586988,239,1.75
1769683253.411673,240,1.899999976158142
1769683326.7134328,242,1.7000000476837158
1769683364.9189353,243,2.0
1769683438.640634,245,1.850000023841858
1769683474.7476933,246,1.7999999523162842
1769683513.2661524,247,1.649999976158142
1769683549.3316007,248,1.475000023841858
1769683585.903855,249,1.899999976158142
1769683623.1721992,250,1.9500000476837158
1769683731.9288316,253,1.2999999523162842
1769683769.3911824,254,1.75
1769683805.874174,255,1.7999999523162842
1769683841.301145,256,1.7999999523162842
1769683918.445638,258,1.899999976158142
1769683957.480771,259,1.7000000476837158
1769683991.3859613,260,1.75
1769684027.7532365,261,1.5499999523162842
1769684098.2137284,263,1.7000000476837158
1769684133.4344127,264,1.7999999523162842
1769684209.2422738,266,1.4500000476837158
1769684318.7884934,269,1.5
1769684391.2321148,271,2.0
1769684427.7076738,272,2.0
1769684501.8448417,274,1.4500000476837158
1769684541.8383958,275,1.774999976158142
1769684576.699487,276,1.9500000476837158
1769684612.3981838,277,1.7999999523162842
1769684681.2354343,279,1.649999976158142
1769684718.2289236,280,1.9500000476837158
1769684756.6164281,281,1.9500000476837158
1769684791.8662136,282,1.5499999523162842
1769684826.9367568,283,1.899999976158142
1769684865.7347178,284,2.0
1769684901.4247737,285,1.9500000476837158
1769684941.4523327,286,1.7000000476837158
1769684975.352362,287,1.899999976158142
1769685010.4265082,288,1.649999976158142
1769685045.458419,289,2.0
1769685115.236366,291,2.0
1769685147.4786057,292,2.0
1769685285.331181,296,1.850000023841858
1769685318.5085866,297,1.7999999523162842
1769685354.824182,298,1.899999976158142
1769685393.5320792,299,1.7999999523162842
1769685431.9749794,300,1.850000023841858
1769685466.2829752,301,2.0
1769685503.5755322,302,2.0
1769685578.853706,304,2.0
1769685615.1835363,305,1.600000023841858
1769685652.6830475,306,2.0
1769685689.109067,307,1.8250000476837158
1769685727.5200214,308,2.0
1769685764.5204916,309,1.5499999523162842
1769685803.6005805,310,1.600000023841858
1769685877.59148,312,1.899999976158142
1769685914.3310926,313,1.75
1769685952.1252468,314,1.7000000476837158
1769685990.4471247,315,1.899999976158142
1769686029.5994217,316,1.75
1769686065.6767876,317,1.899999976158142
1769686141.2445526,319,2.0
1769686176.9683378,320,1.7999999523162842
1769686212.823011,321,2.0
1769686251.6647708,322,1.7999999523162842
1769686288.605466,323,1.475000023841858
1769686362.7371368,325,1.625
1769686476.872986,328,2.0
1769686548.892874,330,1.975000023841858
1769686582.7235627,331,2.0
1769686619.2324138,332,1.649999976158142
1769686656.9122186,333,1.774999976158142
1769686693.5054622,334,1.850000023841858
1769686731.4937634,335,1.649999976158142
1769686808.2902644,337,1.600000023841858
1769686844.4269555,338,1.975000023841858
1769686878.710057,339,1.5
1769686955.231626,341,2.0
1769686989.637423,342,1.9500000476837158
1769687025.4585378,343,2.0
1769687063.7691696,344,1.9500000476837158
1769687100.9170387,345,1.899999976158142
1769687136.0917773,346,1.899999976158142
1769687175.2131515,347,2.0
1769687211.833416,348,2.0
1769687248.0111473,349,1.9500000476837158
1769687285.3979223,350,1.7999999523162842
1769687322.0860138,351,2.0
1769687399.2554939,353,1.7999999523162842
1769687437.289222,354,1.7999999523162842
1769687471.5672388,355,1.75
1769687507.4823909,356,1.899999976158142
1769687576.6092935,358,1.850000023841858
1769687606.7987087,359,1.75
1769687677.796489,361,2.0
1769687712.8689382,362,2.0
1769687749.415718,363,1.649999976158142
1769687782.5918016,364,1.9500000476837158
1769687818.1869054,365,1.850000023841858
1769687855.7206817,366,2.0
1769687890.7931325,367,1.7000000476837158
1769687925.54334,368,1.9500000476837158
1769687963.3904068,369,1.9500000476837158
1769688001.8221784,370,2.0
1769688140.414067,374,2.0
1769688172.327042,375,1.9500000476837158
1769688206.2036226,376,1.899999976158142
1769688281.1795552,378,1.9500000476837158
1769688316.7969162,379,1.7999999523162842
1769688413.756872,382,2.0
1769688444.0292025,383,2.0
1769688516.6455462,385,2.0
1769688548.4278102,386,2.0
1769688586.3156788,387,1.899999976158142
1769688687.8170226,390,1.850000023841858
1769688727.8728995,391,2.0
1769688765.5791075,392,1.850000023841858
1769688799.6406934,393,1.9500000476837158
1769688832.701456,394,2.0
1769688871.3213344,395,2.0
1769688908.0516737,396,2.0
1769688938.8346257,397,2.0
1769688978.124963,398,1.9500000476837158
1769689016.6224635,399,1.6749999523162842
1769689054.5104856,400,2.0
1769689091.8049293,401,1.7000000476837158
1769689128.3588953,402,1.5
1769689165.1959724,403,1.7999999523162842
1769689200.9509144,404,1.850000023841858
1769689236.7349424,405,2.0
1769689272.8366303,406,2.0
1769689309.0567725,407,1.9500000476837158
1769689339.670157,408,2.0
1769689369.7978132,409,1.9500000476837158
1769689400.8629124,410,2.0
1769689440.431435,411,1.8250000476837158
1769689504.3809137,413,1.850000023841858
1769689535.530328,414,1.9500000476837158
1769689565.9357328,415,1.7999999523162842
1769689601.3593287,416,1.9500000476837158
1769689709.8680358,419,2.0
1769689743.2264774,420,1.9500000476837158
1769689811.4924154,422,1.850000023841858
1769689845.4024925,423,2.0
1769689880.6406457,424,1.75
1769689911.9281042,425,1.649999976158142
1769689950.7808385,426,1.9500000476837158
1769689988.0524266,427,1.75
1769690017.7669506,428,1.899999976158142
1769690077.0562284,430,1.649999976158142
1769690114.8787472,431,2.0
1769690155.101071,432,1.850000023841858
1769690245.1915047,435,1.9500000476837158
1769690279.191606,436,2.0
1769690378.9399898,437,1.600000023841858
1769690413.8589232,438,2.0
1769690453.2097754,439,1.9500000476837158
1769690485.895863,440,1.9500000476837158
1769690518.3756237,441,2.0
1769690544.8317935,442,2.0
1769690600.4666667,444,1.7999999523162842
1769690634.7350585,445,1.899999976158142
1769690668.375686,446,1.7999999523162842
1769690699.1168845,447,1.899999976158142
1769690831.9108555,451,1.9500000476837158
1769690868.1784077,452,1.5750000476837158
1769690897.6622846,453,2.0
1769690931.0876684,454,1.7000000476837158
1769690963.9050605,455,2.0
1769691002.4210913,456,2.0
1769691031.326759,457,2.0
1769691095.308073,459,1.7999999523162842
1769691160.291333,461,2.0
1769691188.3332,462,2.0
1769691219.0373194,463,2.0
1769691256.332237,464,1.7999999523162842
1769691293.1297588,465,2.0
1769691326.2067912,466,1.899999976158142
1769691356.9138606,467,2.0
1769691421.6105988,469,1.649999976158142
1769691448.3665535,470,2.0
1769691482.872636,471,2.0
1769691514.934128,472,2.0
1769691581.1644354,474,2.0
1769691617.1734989,475,2.0
1769691654.7608197,476,2.0
1769691751.5223556,479,1.9500000476837158
1769691783.5013745,480,1.9500000476837158
1769691819.2349832,481,2.0
1769691849.6841419,482,1.9500000476837158
1769691887.3474884,483,1.899999976158142
1769691921.135097,484,2.0
1769691954.730591,485,2.0
1769692024.167793,487,1.9500000476837158
1769692054.8907604,488,1.899999976158142
1769692086.5219655,489,2.0
1769692116.1448643,490,2.0
1769692153.0902047,491,2.0
1769692188.6904075,492,1.899999976158142
1769692297.9332366,495,2.0
1769692333.1228838,496,1.899999976158142
1769692403.522578,498,1.9500000476837158
1769692432.0853932,499,2.0
1769692463.8251524,500,1.6749999523162842
1769692519.914094,502,1.9500000476837158
1769692556.5978148,503,2.0
1769692585.7194395,504,1.899999976158142
1769692681.1311517,507,1.899999976158142
1769692713.2060685,508,2.0
1769692748.8997455,509,2.0
1769692781.9696267,510,1.975000023841858
1769692811.6100268,511,2.0
1769692845.2077806,512,1.7999999523162842
1769692881.87913,513,1.899999976158142
1769692915.3621554,514,1.9500000476837158
1769692952.3931823,515,1.9500000476837158
1769693020.752483,517,1.899999976158142
1769693057.7713196,518,2.0
1769693093.4280944,519,1.975000023841858
1769693127.1560407,520,1.9500000476837158
1769693160.5301707,521,1.7999999523162842
1769693192.6928735,522,2.0
1769693257.3493044,524,2.0
1769693357.463048,527,1.4500000476837158
1769693391.105555,528,2.0
1769693483.2013803,531,1.899999976158142
1769693522.3698754,532,1.75
1769693557.3172584,533,2.0
1769693581.8747888,534,1.7999999523162842
1769693611.859432,535,1.899999976158142
1769693644.9160588,536,1.7999999523162842
1769693675.0686827,537,2.0
1769693711.1284554,538,2.0
1769693754.871547,539,1.850000023841858
1769693784.8677073,540,2.0
1769693814.9154267,541,2.0
1769693844.0388443,542,1.7000000476837158
1769693880.317122,543,1.899999976158142
1769693909.0568275,544,2.0
1769693938.4782355,545,1.5
1769694005.6897604,547,2.0
1769694036.3750124,548,1.399999976158142
1769694070.9552581,549,2.0
1769694134.7610087,551,1.9500000476837158
1769694197.8702214,553,1.4249999523162842
1769694232.4407399,554,2.0
1769694273.1424649,555,1.7999999523162842
1769694303.4325376,556,2.0
1769694339.0435417,557,1.9500000476837158
1769694403.653146,559,2.0
1769694441.1643412,560,1.9500000476837158
1769694508.2193844,562,2.0
1769694545.0100367,563,1.7999999523162842
1769694572.759017,564,2.0
1769694600.976091,565,1.9500000476837158
1769694671.8379276,567,2.0
1769694702.1457777,568,2.0
1769694737.5310094,569,2.0
1769694776.418487,570,1.7999999523162842
1769694854.0910547,572,1.725000023841858
1769694880.5920684,573,2.0
1769694913.871066,574,2.0
1769694986.7449443,576,2.0
1769695012.815684,577,2.0
1769695046.7037618,578,2.0
1769695149.619536,581,2.0
1769695290.5387135,585,2.0
1769695319.8798034,586,2.0
1769695357.2885976,587,2.0
1769695416.969221,589,1.9500000476837158
1769695454.0899892,590,2.0
1769695496.075619,591,2.0
1769695529.6729455,592,2.0
1769695563.1618228,593,2.0
1769695591.5064075,594,2.0
1769695622.4390414,595,2.0
1769695658.074875,596,2.0
1769695691.038377,597,2.0
1769695719.573228,598,1.850000023841858
1769695754.9447403,599,2.0
1769695787.3448796,600,2.0
1769695850.0069504,602,1.4500000476837158
1769695882.3142445,603,1.899999976158142
1769695913.692012,604,2.0
1769695940.9595585,605,2.0
1769695971.2130358,606,2.0
1769696034.4916408,608,1.9500000476837158
1769696067.6094651,609,2.0
1769696098.5694702,610,2.0
1769696131.9551322,611,2.0
1769696192.4567595,613,1.9500000476837158
1769696223.550459,614,2.0
1769696249.3426766,615,2.0
1769696278.4241838,616,2.0
1769696309.367887,617,1.9500000476837158
1769696335.3310487,618,2.0
1769696366.5016155,619,1.899999976158142
1769696401.0917187,620,2.0
1769696439.6499877,621,2.0
1769696469.4779654,622,1.9500000476837158
1769696497.1011305,623,2.0
1769696529.7997422,624,2.0
1769696604.23428,626,2.0
1769696633.93375,627,2.0
1769696675.7876925,628,1.9249999523162842
1769696706.6922996,629,2.0
1769696741.5142097,630,2.0
1769696835.2192883,633,2.0
1769696862.8930962,634,2.0
1769696900.5886877,635,2.0
1769696928.2158217,636,1.899999976158142
1769696964.9329467,637,2.0
1769697004.7576616,638,1.899999976158142
1769697102.2949562,641,2.0
1769697136.2913415,642,1.9500000476837158
1769697167.5601385,643,1.9500000476837158
1769697197.9996367,644,2.0
1769697231.4131486,645,1.899999976158142
1769697263.19869,646,2.0
1769697369.265397,649,2.0
1769697397.75573,650,1.7999999523162842
1769697458.4413967,652,2.0
1769697484.891996,653,1.899999976158142
1769697523.6810064,654,2.0
1769697555.3755496,655,2.0
1769697588.7018642,656,2.0
1769697701.6662982,659,2.0
1769697734.5749683,660,2.0
1769697764.908899,661,1.7999999523162842
1769697797.002417,662,2.0
1769697865.5157359,664,2.0
1769697926.8474247,666,2.0
1769697994.276355,668,2.0
1769698068.5476367,670,2.0
1769698099.4064927,671,2.0
1769698132.7222044,672,1.899999976158142
1769698167.8942966,673,2.0
1769698203.899415,674,2.0
1769698270.2137182,676,2.0
1769698303.5525982,677,2.0
1769698339.9878633,678,2.0
1769698374.6148605,679,2.0
1769698410.5656528,680,2.0
1769698440.251719,681,2.0
1769698501.6546779,683,2.0
1769698534.2195141,684,2.0
1769698571.3042107,685,1.899999976158142
1769698608.1741157,686,1.9500000476837158
1769698671.3381321,688,1.850000023841858
1769698703.196556,689,1.7999999523162842
1769698737.6036158,690,1.9500000476837158
1769698770.535467,691,1.9500000476837158
1769698849.6694221,693,2.0
1769698881.6118958,694,2.0
1769698909.3346484,695,2.0
1769698947.37317,696,1.9500000476837158
1769698982.6461604,697,2.0
1769699013.33871,698,1.899999976158142
1769699045.3576567,699,1.850000023841858
1769699079.6787744,700,2.0
1769699113.43064,701,2.0
1769699176.1355498,703,1.9500000476837158
1769699211.2404556,704,2.0
1769699283.8924668,706,2.0
1769699320.3612366,707,1.7999999523162842
1769699386.136814,709,1.899999976158142
1769699418.414637,710,2.0
1769699450.274861,711,2.0
1769699521.0942943,713,2.0
1769699555.8006623,714,2.0
1769699629.0067396,716,2.0
1769699654.7123344,717,1.9500000476837158
1769699691.479113,718,2.0
1769699729.1325727,719,2.0
1769699768.6069305,720,2.0
1769699803.0326598,721,2.0
1769699841.9708357,722,2.0
1769699876.5747812,723,2.0
1769699917.0438297,724,2.0
1769699951.5934865,725,2.0
1769699982.692052,726,1.9500000476837158
1769700021.1618912,727,2.0
1769700054.0837016,728,1.899999976158142
1769700083.9237998,729,2.0
1769700114.5990188,730,2.0
1769700152.5546322,731,1.850000023841858
1769700192.6717985,732,1.899999976158142
1769700223.5844646,733,2.0
1769700254.2163835,734,2.0
1769700292.3900604,735,1.9500000476837158
1769700324.944929,736,2.0
1769700360.69794,737,2.0
1769700428.5355222,739,2.0
1769700463.5557082,740,2.0
1769700495.9673803,741,1.9500000476837158
1769700567.657034,743,1.899999976158142
1769700596.1727965,744,2.0
1769700628.836768,745,2.0
1769700667.7539375,746,2.0
1769700707.1115959,747,1.9500000476837158
1769700869.8118806,752,1.75
1769700911.3899229,753,2.0
1769700947.2690532,754,2.0
1769701006.5528755,756,1.9500000476837158
1769701041.4626715,757,2.0
1769701072.7086148,758,2.0
1769701107.537593,759,2.0
1769701141.1395636,760,2.0
1769701253.391873,763,2.0
1769701290.048277,764,2.0
1769701321.1785812,765,1.850000023841858
1769701360.3028898,766,2.0
1769701399.9375765,767,2.0
1769701432.2635934,768,1.899999976158142
1769701469.606953,769,2.0
1769701510.0496883,770,2.0
1769701541.4340482,771,1.850000023841858
1769701576.777493,772,2.0
1769701616.9705842,773,2.0
1769701651.5222158,774,2.0
1769701711.580934,776,2.0
1769701738.4409575,777,2.0
1769701774.1752696,778,2.0
1769701799.3788657,779,2.0
1769701831.6385653,780,2.0
1769701866.4612613,781,2.0
1769701905.5985894,782,2.0
1769701941.1506195,783,1.899999976158142
1769701977.5795329,784,2.0
1769702075.9555109,787,2.0
1769702105.717656,788,2.0
1769702143.270423,789,2.0
1769702176.205776,790,2.0
1769702214.388211,791,1.9500000476837158
1769702248.8372016,792,2.0
1769702322.8878481,794,2.0
1769702359.1781163,795,2.0
1769702391.546417,796,1.9500000476837158
1769702426.6731095,797,2.0
1769702460.3583593,798,1.9500000476837158
1769702495.777391,799,2.0
1769702533.0017507,800,2.0
1769702569.6409883,801,2.0
1769702639.4591477,803,2.0
1769702715.603866,805,2.0
1769702745.925886,806,1.9500000476837158
1769702782.290867,807,2.0
1769702822.7790627,808,2.0
1769702858.904505,809,1.9500000476837158
1769702925.084061,811,1.9249999523162842
1769702962.2349648,812,2.0
1769703039.8043463,814,2.0
1769703073.4032626,815,2.0
1769703102.3877232,816,1.899999976158142
1769703166.7063453,818,2.0
1769703195.9415576,819,1.9500000476837158
1769703233.9518254,820,2.0
1769703268.4568758,821,2.0
1769703305.9785035,822,2.0
1769703345.2306929,823,1.9500000476837158
1769703383.232937,824,2.0
1769703417.3439784,825,1.9500000476837158
1769703459.540087,826,1.9500000476837158
1769703495.2639236,827,2.0
1769703529.2433858,828,2.0
1769703565.2910364,829,2.0
1769703600.0632732,830,2.0
1769703633.2671204,831,2.0
1769703711.2023032,833,1.9500000476837158
1769703744.1233656,834,2.0
1769703777.2996109,835,2.0
1769703806.9941623,836,1.9500000476837158
1769703841.2031672,837,2.0
1769703876.466903,838,2.0
1769703942.9156938,840,2.0
1769703974.757036,841,2.0
1769704040.0917246,843,1.9500000476837158
1769704074.242736,844,2.0
1769704141.2694771,846,1.899999976158142
1769704218.0604236,848,2.0
1769704316.7046397,851,1.899999976158142
1769704351.1275637,852,1.850000023841858
1769704442.8128018,855,2.0
1769704516.0394442,857,1.899999976158142
1769704556.5256019,858,1.975000023841858
1769704585.7025828,859,1.9500000476837158
1769704655.1670778,861,2.0
1769704688.6554918,862,2.0
1769704725.2469218,863,2.0
1769704823.9696257,866,2.0
1769704857.0861773,867,1.9500000476837158
1769704922.7171533,869,2.0
1769704954.1023238,870,1.9500000476837158
1769704985.3663702,871,2.0
1769705022.236793,872,2.0
1769705057.5208776,873,2.0
1769705166.341577,874,1.7000000476837158
1769705200.2854285,875,2.0
1769705271.8136497,877,2.0
1769705308.1971464,878,2.0
1769705338.9631908,879,2.0
1769705396.0000951,881,2.0
1769705427.6007378,882,2.0
1769705464.7094538,883,2.0
1769705498.5397012,884,2.0
1769705533.4778616,885,2.0
1769705569.5940216,886,2.0
1769705604.7709007,887,2.0
1769705638.1957018,888,2.0
1769705671.3777652,889,2.0
1769705713.218804,890,2.0
1769705748.5997577,891,2.0
1769705808.8845456,893,2.0
1769705846.5509646,894,2.0
1769705915.5792243,896,2.0
1769705991.0547597,898,2.0
1769706027.8106434,899,1.9500000476837158
1769706127.763519,902,2.0
1769706163.1162727,903,2.0
1769706237.9258194,905,1.899999976158142
1769706273.0617113,906,2.0
1769706307.765126,907,2.0
1769706348.0916975,908,2.0
1769706384.1164114,909,2.0
1769706448.9180198,911,2.0
1769706486.3885236,912,1.7000000476837158
1769706548.6912117,914,2.0
1769706583.5338757,915,2.0
1769706644.6413407,917,1.850000023841858
1769706686.919581,918,2.0
1769706721.2063894,919,2.0
1769706760.6986825,920,2.0
1769706794.3766708,921,2.0
1769706829.6657288,922,1.9500000476837158
1769706864.3904867,923,2.0
1769706906.0289776,924,2.0
1769706942.7161083,925,2.0
1769707010.368836,927,2.0
1769707045.7603004,928,2.0
1769707078.697877,929,2.0
1769707110.8821278,930,1.850000023841858
1769707141.6530688,931,2.0
1769707175.8024611,932,2.0
1769707212.207599,933,2.0
1769707250.8557613,934,2.0
1769707280.9425375,935,1.899999976158142
1769707314.861375,936,2.0
1769707381.9235275,938,2.0
1769707455.9299438,940,2.0
1769707495.8026857,941,1.899999976158142
1769707527.2785065,942,2.0
1769707559.2923534,943,2.0
1769707598.3462682,944,1.9500000476837158
1769707636.2311234,945,2.0
1769707671.427913,946,2.0
1769707703.1160884,947,2.0
1769707735.4221346,948,2.0
1769707773.8968654,949,2.0
1769707814.5563984,950,2.0
1769707851.0121906,951,1.899999976158142
1769707919.0537343,953,2.0
1769707978.7508643,955,2.0
1769708012.5676324,956,1.9500000476837158
1769708051.046619,957,2.0
1769708084.0699003,958,1.899999976158142
1769708151.2929235,960,2.0
1769708187.7500572,961,2.0
1769708221.7109613,962,2.0
1769708263.8267272,963,1.975000023841858
1769708296.9034803,964,2.0
1769708328.0104136,965,1.9500000476837158
1769708356.7385588,966,2.0
1769708420.011075,968,2.0
1769708452.648517,969,2.0
1769708559.2448928,972,1.774999976158142
1769708587.5648777,973,2.0
1769708717.1608455,977,2.0
1769708747.1963546,978,2.0
1769708775.6672993,979,2.0
1769708816.4684954,980,2.0
1769708844.5292344,981,2.0
1769708875.9075172,982,2.0
1769708912.3175309,983,2.0
1769708945.3434658,984,1.899999976158142
1769709043.7496955,987,2.0
1769709075.3267162,988,2.0
1769709112.3627286,989,2.0
1769709144.0233583,990,2.0
1769709176.1184368,991,2.0
1769709244.2255163,993,2.0
1769709272.2654347,994,2.0
1769709301.236733,995,2.0
1769709327.75773,996,2.0
1769709364.0724704,997,2.0
1769709428.8222098,999,1.9500000476837158
1769709461.8556652,1000,2.0
1769709495.7000332,1001,2.0
1769709529.7276092,1002,2.0
1769709563.4375875,1003,2.0
1769709594.7138336,1004,2.0
1769709631.001748,1005,2.0
1769709664.3193126,1006,2.0
1769709700.7287061,1007,2.0
1769709734.347661,1008,2.0
1769709865.7609706,1012,1.975000023841858
1769709935.8774862,1014,2.0
1769709969.4556499,1015,1.9500000476837158
1769710000.8600867,1016,2.0
1769710030.0860837,1017,2.0
1769710067.0617094,1018,2.0
1769710163.979361,1021,2.0
1769710229.4490244,1023,2.0
1769710262.3136427,1024,2.0
1769710324.8899138,1026,2.0
1769710360.512018,1027,2.0
1769710395.2647002,1028,2.0
1769710424.3490045,1029,2.0
1769710457.8631492,1030,2.0
1769710520.4216652,1032,2.0
1769710650.4568493,1036,2.0
1769710683.6388319,1037,2.0
1769710715.4546845,1038,2.0
1769710747.4338582,1039,2.0
1769710784.8101666,1040,2.0
1769710918.3505766,1044,1.4500000476837158
1769710953.3460767,1045,2.0
1769710980.7257466,1046,2.0
1769711005.5556855,1047,2.0
1769711076.2363863,1049,2.0
1769711113.0967803,1050,2.0
1769711141.3545933,1051,2.0
1769711207.794581,1053,2.0
